situation,thought,emotion,polarity
My travel agent gave me a description of the different ocean cruises  . ,I want to go on the Caribbean one .," ""Joyful",1
My friend is moving next week and I offered to help her pack up her stuff  . ,he will appreciate it .," ""Joyful",1
My friend is moving next week and I offered to help her pack up her stuff  . ,will be a lot easier with two people .," ""Joyful",1
My friend is moving next week and I offered to help her pack up her stuff  . ,he will take me up on my offer .," ""Joyful",1
My friend is moving next week and I offered to help her pack up her stuff  . ,he will take my help because I am her friend .," ""Joyful",1
My friend is helping me plan my surprise party . ,he is going to love it .," ""Love",1
My friend is helping me plan my surprise party . ,will be a success .," ""Joyful",1
My friend is helping me plan my surprise party . ,going to be a lot of fun .," ""Joyful",1
My little sister always takes my opinion into account when she is planning her vacation . ,he is the best sister ever .," ""Joyful",1
My little sister always takes my opinion into account when she is planning her vacation . ,She'll have the best time on her trip .," ""Joyful",1
My little sister always takes my opinion into account when she is planning her vacation . ,I have a lot of knowledge about good places to travel .," ""Joyful",1
My little sister always takes my opinion into account when she is planning her vacation . ,I am going to have to go with her on her next one .," ""Joyful",1
One of my hobbies is helping out of state students practice for their drivers' licenses . ,I will help a lot of people .," ""Joyful",1
One of my hobbies is helping out of state students practice for their drivers' licenses . ,I will be able to help them through the process .," ""Joyful",1
One of my hobbies is helping out of state students practice for their drivers' licenses . ,a very rewarding experience .," ""Joyful",1
One of my hobbies is helping out of state students practice for their drivers' licenses . ,I am going to help someone today .," ""Joyful",1
One of my hobbies is helping out of state students practice for their drivers' licenses . ,I am helping to make the roads safer .," ""Joyful",1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships  . ,he will realize that not every guy is the same and that there are still good guys out there .," ""Joyful",1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships  . ,hat they will eventually see the good in them again .," ""Surprised",1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships  . ,I need to talk to her and give her some positivity .," ""Joyful",1
One of my best friends just got out of a really bad relationship and is now forming a negative opinion of all relationships  . ,I will be able to convince her that not all relationships are bad .," ""Joyful",1
One of my friends talking about his new girlfriend  . ,he is going to marry her .," ""Surprised",1
One of my friends talking about his new girlfriend  . ,I want a new girlfriend too .," ""Joyful",1
One of my friends talking about his new girlfriend  . ,he is happy .," ""Joyful",1
I took my date to the library on our first date  . ,he appreciated my intellect and we would have a second date .," ""Surprised",1
I took my date to the library on our first date  . ,I won her heart .," ""Joyful",1
I took my date to the library on our first date  . ,was a romantic gesture .," ""Joyful",1
I took my date to the library on our first date  . ,he was impressed .," ""Joyful",1
I gave my mom an excuse for why I was home so late  . ,he would believe me .," ""Joyful",1
I text my boyfriend to see if he wanted to get dinner  . ,he will  say yes .," ""Joyful",1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him  . ,hey will give me an honest answer .," ""Joyful",1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him  . ,hey will approve of him .," ""Joyful",1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him  . ,hey will be able to help me out .," ""Joyful",1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him  . ,y friends will be able to help me make a decision .," ""Joyful",1
I give my friends a description of the guy I'm talking to so they can help me decide if I want to go out with him  . ,hey are going to give me good feedback .," ""Joyful",1
I bought the bike for myself as a present . ,I will enjoy every moment of my life .," ""Joyful",1
I bought the bike for myself as a present . ,I will be very happy .," ""Joyful",1
I bought the bike for myself as a present . ,would make me happy .," ""Joyful",1
I bought the bike for myself as a present . ,was the best thing I have ever done .," ""Joyful",1
I bought the bike for myself as a present . ,I will feel accomplished .," ""Joyful",1
I bought the bike for myself as a present . ,I will use it more often .," ""Joyful",1
My aunt also took my cousin on a trip to the United States . ,he will have fun  .," ""Joyful",1
My aunt also took my cousin on a trip to the United States . ,he had an amazing time  .," ""Joyful",1
My aunt also took my cousin on a trip to the United States . ,he is the best aunt ever .," ""Joyful",1
My aunt also took my cousin on a trip to the United States . ,I am happy for them .," ""Love",1
My aunt also told me how much she enjoyed the food and the culture  . ,he will also want to go there too .," ""Joyful",1
My aunt also told me how much she enjoyed the food and the culture  . ,I am going to enjoy the food .," ""Joyful",1
My aunt also told me how much she enjoyed the food and the culture  . ,I will also enjoy it .," ""Joyful",1
My aunt also bought me a souvenir keychain from her trip to Italy . ,was a thoughtful gesture  .," ""Joyful",1
My aunt also bought me a souvenir keychain from her trip to Italy . ,I  will  go  to  Italy  one  day .," ""Joyful",1
My aunt also bought me a souvenir keychain from her trip to Italy . ,I will go there one day .," ""Joyful",1
My aunt also bought me a souvenir keychain from her trip to Italy . ,I am the best niece ever .," ""Joyful",1
My aunt also bought me a souvenir keychain from her trip to Italy . ,I will put it on my keys .," ""Joyful",1
I also took out the new girl on a date  . ,he will call me her boyfriend .," ""Love",1
I also took out the new girl on a date  . ,he  was  the  one  for  me .," ""Joyful",1
I also took out the new girl on a date  . ,he will be my new girlfriend .," ""Joyful",1
I also took out the new girl on a date  . ,hat I am going to get married .," ""Joyful",1
I also asked her to be my girlfriend  . ,he will say yes .," ""Love",1
I also asked her to be my girlfriend  . ,he said yes .," ""Love",1
I formed a study group for my upcoming test with some people in my class  . ,we will all get A's .," ""Joyful",1
I formed a study group for my upcoming test with some people in my class  . ,we will get a good grade .," ""Joyful",1
I formed a study group for my upcoming test with some people in my class  . ,we will all benefit from it .," ""Joyful",1
I talked to my daughter about getting a cat . ,he will take good care of it .," ""Joyful",1
I talked to my daughter about getting a cat . ,he will be  very excited .," ""Joyful",1
I talked to my daughter about getting a cat . ,we will go to the shelter this weekend .," ""Joyful",1
I went on a date with my girlfriend to the movies and out to dinner afterwards  . ,I was going to get lucky later that night .," ""Surprised",1
I went on a date with my girlfriend to the movies and out to dinner afterwards  . ,he will have a good time .," ""Joyful",1
I went on a date with my girlfriend to the movies and out to dinner afterwards  . ,I had a great time .," ""Joyful",1
I went on a date with my girlfriend to the movies and out to dinner afterwards  . ,he date was a success .," ""Joyful",1
I spend many hours on the phone with my friends  . ,I need to get a life .," ""Love",1
I spend many hours on the phone with my friends  . ,we will talk about interesting topics .," ""Joyful",1
I spend many hours on the phone with my friends  . ,I will be able to build strong relationships .," ""Joyful",1
I spend many hours on the phone with my friends  . ,I will have more friends to hang out with .," ""Joyful",1
I spend many hours looking at different travel websites and planning where I want to go next . ,I will be able to travel the world .," ""Joyful",1
I spend many hours looking at different travel websites and planning where I want to go next . ,I will have an amazing time planning my next adventure .," ""Joyful",1
I spend many hours looking at different travel websites and planning where I want to go next . ,I will save enough money to go on an amazing trip  .," ""Joyful",1
I spend many hours looking at different travel websites and planning where I want to go next . ,I need to book a vacation soon .," ""Joyful",1
I spend many hours looking at different travel websites and planning where I want to go next . ,I am going to have an amazing time on my trip .," ""Joyful",1
I spend many hours looking at different travel websites and planning where I want to go next . ,I need to purchase a plane ticket soon .," ""Joyful",1
I accepted your offer to go on a date  . ,we will  have a lot  in common  .," ""Love",1
I accepted your offer to go on a date  . ,we will  have  a  great  time .," ""Joyful",1
I accepted your offer to go on a date  . ,was the best decision I've made all month .," ""Joyful",1
My brother-in-law is helping my husband practice for his driving test . ,he will pass his driving test on the first try .," ""Joyful",1
My brother-in-law is helping my husband practice for his driving test . ,he is going to pass .," ""Joyful",1
I decided to hike up the mountain path behind my house  . ,I will see a bear .," ""Surprised",1
I decided to hike up the mountain path behind my house  . ,I will see a woodpecker .," ""Joyful",1
I decided to hike up the mountain path behind my house  . ,I would find a secret hidden waterfall .," ""Surprised",1
I decided to hike up the mountain path behind my house  . ,I was going to get a good workout .," ""Joyful",1
I decided to hike up the mountain path behind my house  . ,I was going to make it to the top .," ""Joyful",1
I decided to hike up the mountain path behind my house  . ,I was going to get some stunning views of the valley .," ""Joyful",1
My mom takes me to the library every week . ,I will find a good book to read .," ""Joyful",1
My mom takes me to the library every week . ,I will get an A in my English class .," ""Joyful",1
My mom takes me to the library every week . ,I will spend more time reading .," ""Joyful",1
My mom takes me to the library every week . ,I get to choose any book I want .," ""Joyful",1
My mother gave me a long explanation about her travels when she was younger . ,I would be able to hear her out and be patient .," ""Love",1
My mother gave me a long explanation about her travels when she was younger . ,I would be able to be a great world traveler one day .," ""Joyful",1
My mother gave me a long explanation about her travels when she was younger . ,I will be able to go on many adventures myself .," ""Joyful",1
My mother gave me a long explanation about her travels when she was younger . ,hat I understood what she was saying .," ""Joyful",1
My mother gave me a long explanation about her travels when she was younger . ,I was able to understand her more .," ""Joyful",1
My mother was shaking me because I was coming home so late  . ,was because she was worried about me .," ""Love",1
"After our first date , he sent me flowers at work to apologize for being late  . ",he would ask me out on a second date .," ""Love",1
"After our first date , he sent me flowers at work to apologize for being late  . ",he might be the one  .," ""Joyful",1
"After our first date , he sent me flowers at work to apologize for being late  . ",he is going to ask me out again .," ""Joyful",1
"After our first date , he sent me flowers at work to apologize for being late  . ",he is interested in me .," ""Joyful",1
"After our first date , he sent me flowers at work to apologize for being late  . ",he is a thoughtful guy .," ""Joyful",1
"After our first date , he sent me flowers at work to apologize for being late  . ",he is a gentleman .," ""Joyful",1
We putting our own business plan into action . ,will be a success .," ""Joyful",1
We putting our own business plan into action . ,will take off .," ""Joyful",1
We putting our own business plan into action . ,will take a lot of discipline and determination .," ""Joyful",1
We putting our own business plan into action . ,going to work out great .," ""Joyful",1
We almost hit a deer on our way home from our trip  . ,ur car wasn't damaged .," ""Joyful",1
We almost hit a deer on our way home from our trip  . ,we were very lucky .," ""Joyful",1
My boyfriend gave me flowers for our anniversary  . ,he is going to propose to me .," ""Love",1
My boyfriend gave me flowers for our anniversary  . ,he is the sweetest boyfriend ever .," ""Love",1
My boyfriend gave me flowers for our anniversary  . ,he is the one for me .," ""Love",1
My boyfriend gave me flowers for our anniversary  . ,he remembered what day it was .," ""Joyful",1
I asked my friend to stay for two weeks  . ,he will enjoy his time here .," ""Joyful",1
I asked my friend to stay for two weeks  . ,he will help me with rent .," ""Joyful",1
I asked my friend to stay for two weeks  . ,he enjoyed his stay .," ""Joyful",1
I asked my friend to stay for two weeks  . ,he will bring her own toothbrush .," ""Joyful",1
I have asked my helper to take my place while I am on vacation . ,he will manage everything .," ""Joyful",1
I have asked my helper to take my place while I am on vacation . ,he will do a great job .," ""Joyful",1
I let my friends pick out my outfit for my date  . ,I will look great .," ""Love",1
I let my friends pick out my outfit for my date  . ,I will have a great time .," ""Joyful",1
I let my friends stay with me when they're in town because I live close to all the attractions  . ,hey will have a great time .," ""Joyful",1
I let my friends stay with me when they're in town because I live close to all the attractions  . ,I will get to spend more time with them .," ""Joyful",1
I let my little brother play with my phone  . ,he will give it back to me in one piece .," ""Joyful",1
I crowdsourced around for a solution to my problem  . ,I would find a solution .," ""Surprised",1
I crowdsourced around for a solution to my problem  . ,I would find one .," ""Surprised",1
I crowdsourced around for a solution to my problem  . ,I will get many good responses .," ""Joyful",1
I crowdsourced around for a solution to my problem  . ,I found the best answer .," ""Surprised",1
I crowdsourced around for a solution to my problem  . ,I found the right one .," ""Surprised",1
I am keeping my fingers crossed for my job interview today  . ,I will get the job .," ""Joyful",1
I am keeping my fingers crossed for my job interview today  . ,hat the interview will go well .," ""Joyful",1
I ask my neighbors if they know where my lost cat is  . ,hey will give me an answer .," ""Joyful",1
I ask my neighbors if they know where my lost cat is  . ,hey will give me honest answers .," ""Joyful",1
I ask my neighbors if they know where my lost cat is  . ,hey will have seen her .," ""Joyful",1
I ask my neighbors if they know where my lost cat is  . ,hey are going to help me look for her .," ""Joyful",1
I asked my neighbors if they wanted to have a block party this weekend . ,hey will want to join .," ""Joyful",1
I asked my neighbors if they wanted to have a block party this weekend . ,hey will want to have one .," ""Joyful",1
I asked my neighbors if they wanted to have a block party this weekend . ,hey will say yes .," ""Joyful",1
I asked my neighbors if they wanted to have a block party this weekend . ,hey were ready to throw one .," ""Joyful",1
I asked my neighbors if they wanted to have a block party this weekend . ,hey were really enthusiastic about the idea .," ""Joyful",1
I asked my friends if they wanted to stay for dinner . ,hey would say yes .," ""Joyful",1
I asked my friends if they wanted to stay for dinner . ,hey would stay for dinner .," ""Joyful",1
I asked my friends if they wanted to stay for dinner . ,hey enjoyed the meal .," ""Joyful",1
I asked my friends if they wanted to stay for dinner . ,hey would like to stay .," ""Joyful",1
I asked my boyfriend to marry me  . ,he will say yes .," ""Love",1
I raised my eyebrow to look arrogant  . ,people will take me more seriously .," ""Joyful",1
I raised my eyebrow to look arrogant  . ,I will get what I want .," ""Joyful",1
I am going to let my friends know about my upcoming trip to Thailand . ,hey will be happy for me .," ""Joyful",1
I am getting in my friend's car to go to the movies . ,we are going to have fun .," ""Joyful",1
I am getting in my friend's car to go to the movies . ,we will have a great time .," ""Joyful",1
I'm going to ask the neighbors if they want to go on a trip to the beach with us  . ,hey will want to go .," ""Joyful",1
I'm going to ask the neighbors if they want to go on a trip to the beach with us  . ,hey will say yes .," ""Joyful",1
I have accepted my friends offer to stay with her in New York for a week  . ,I will have a fabulous time .," ""Joyful",1
I have accepted my friends offer to stay with her in New York for a week  . ,will be a great experience .," ""Joyful",1
I have accepted my friends offer to stay with her in New York for a week  . ,I will have the time of my life .," ""Joyful",1
I have accepted my friends offer to stay with her in New York for a week  . ,I am going to enjoy the trip .," ""Joyful",1
I used my friend's car to get to the party  . ,I wouldn't get caught by my mom .," ""Joyful",1
I used my friend's car to get to the party  . ,I will be able to get home safely .," ""Joyful",1
I used my friend's car to get to the party  . ,I would get there on time .," ""Joyful",1
I used my friend's car to get to the party  . ,was the best decision .," ""Joyful",1
I used my grandparents' old car to get to my friend's house . ,would  start .," ""Joyful",1
I used my grandparents' old car to get to my friend's house . ,he car would last the whole way without breaking down .," ""Joyful",1
I used my grandparents' old car to get to my friend's house . ,I got there faster .," ""Joyful",1
I have help form a study group for my upcoming exam . ,I will get a good grade .," ""Joyful",1
I have help form a study group for my upcoming exam . ,I will have a better chance of passing .," ""Joyful",1
I have help form a study group for my upcoming exam . ,going to help me get a better grade .," ""Joyful",1
I asked Sarah out to the movies and she said yes! . ,will be a great date .," ""Joyful",1
I asked Sarah out to the movies and she said yes! . ,he likes me back .," ""Love",1
I asked Sarah out to the movies and she said yes! . ,we will have a great time  .," ""Joyful",1
I asked Sarah out to the movies and she said yes! . ,I am going to have fun .," ""Joyful",1
I was driving my car on the highway and saw an accident happen  . ,I'm glad I wasn't involved in it .," ""Joyful",1
I was talking to my daughter about traveling the world together  . ,he will want to go .," ""Joyful",1
I was talking to my daughter about traveling the world together  . ,I could make it happen .," ""Joyful",1
I was talking to my daughter about traveling the world together  . ,we will make amazing memories .," ""Joyful",1
I was talking to my daughter about traveling the world together  . ,would be a great experience .," ""Joyful",1
I was talking to my daughter about traveling the world together  . ,I am going to get to see so many places .," ""Joyful",1
I bought souvenirs for my family when I was in Mexico . ,hey were going to love them .," ""Joyful",1
I bought souvenirs for my family when I was in Mexico . ,hey will love them .," ""Joyful",1
I bought souvenirs for my family when I was in Mexico . ,y sister will love the colorful keychain .," ""Joyful",1
I bought souvenirs for my family when I was in Mexico . ,y niece and nephews will enjoy playing with them .," ""Joyful",1
I give my mother flowers on Mother's Day  . ,he will  be  pleased .," ""Love",1
I give my mother flowers on Mother's Day  . ,he will appreciate them .," ""Joyful",1
I was asking my friend for some advice on how to ask out my crush  . ,hings will go well .," ""Joyful",1
I was asking my friend for some advice on how to ask out my crush  . ,he will give me some good advice .," ""Joyful",1
I was asking my friend for some advice on how to ask out my crush  . ,he will say yes .," ""Joyful",1
I was asking my friend for some advice on how to ask out my crush  . ,he/she will give me some good tips .," ""Joyful",1
I was thinking about my cousin – she's traveling in Africa right now . ,I miss her a lot .," ""Love",1
I was thinking about my cousin – she's traveling in Africa right now . ,he will be back home soon  .," ""Joyful",1
I was thinking about my cousin – she's traveling in Africa right now . ,he is doing well .," ""Joyful",1
I was thinking about my cousin – she's traveling in Africa right now . ,he is having the time of her life .," ""Joyful",1
I am playing my role as the best man  . ,I will  make an unforgettable speech .," ""Joyful",1
I am playing my role as the best man  . ,I will be able to give the speech without any issues .," ""Joyful",1
I am playing my role as the best man  . ,y speeches will be a success .," ""Joyful",1
I am leading a team of people in a marathon . ,we can win .," ""Joyful",1
I am leading a team of people in a marathon . ,we can reach the finish line first .," ""Joyful",1
I am leading a team of people in a marathon . ,we can complete the race .," ""Joyful",1
I was crossing the street and a car yells at me to get out of the way  . ,hey should be more careful .," ""Surprised",1
I am always taking my parents for granted  . ,I will realize how lucky I am to have them in my life .," ""Joyful",1
I am always taking my parents for granted  . ,I will realize how much they do for me .," ""Joyful",1
My best friend called me yesterday to catch up . ,we will have a great conversation .," ""Joyful",1
My best friend called me yesterday to catch up . ,we will become even better friends .," ""Joyful",1
My best friend called me yesterday to catch up . ,he will have some good news to tell me .," ""Joyful",1
My best friend called me yesterday to catch up . ,we had a lot to talk about .," ""Joyful",1
My best friend called me yesterday to catch up . ,I enjoyed speaking with him .," ""Joyful",1
The family is getting together for Thanksgiving . ,we will have a great time .," ""Joyful",1
The family is getting together for Thanksgiving . ,we are going to have a lot of fun .," ""Joyful",1
I told my best friend everything about my date last night  . ,he won't judge me .," ""Joyful",1
I told my best friend everything about my date last night  . ,he can give me some good advice .," ""Joyful",1
We were spooning last night when I got a phone call from my mom  . ,we will cuddle again tonight .," ""Joyful",1
We were spooning last night when I got a phone call from my mom  . ,We  is going to turn into a us .," ""Love",1
I was trying to be cool and aloof like my favorite movie star . ,I am impressing my date .," ""Joyful",1
I was trying to be cool and aloof like my favorite movie star . ,I am doing great .," ""Joyful",1
I was trying to be cool and aloof like my favorite movie star . ,I was successful .," ""Joyful",1
I was trying to be cool and aloof like my favorite movie star . ,I am more genuine this way .," ""Joyful",1
I pretend to be interested in sports so that my male friends will not think I am weird  . ,I am being more like everyone else .," ""Joyful",1
I pretend to be interested in sports so that my male friends will not think I am weird  . ,I am doing a good job of pretending .," ""Joyful",1
I pretend to be interested in sports so that my male friends will not think I am weird  . ,hey appreciate me more .," ""Joyful",1
I pretend to be interested in sports so that my male friends will not think I am weird  . ,I'm doing a good job of fitting in .," ""Joyful",1
I pretend to be interested in sports so that my male friends will not think I am weird  . ,I don't have to like what they like to be friends with them .," ""Joyful",1
I pretend to be interested in sports so that my male friends will not think I am weird  . ,ports are awesome .," ""Joyful",1
"My grandfather always tried to act like a man, even though he was very sick . ",he was trying to protect me from the harsh reality .," ""Love",1
"My grandfather always tried to act like a man, even though he was very sick . ",he is a positive role model .," ""Love",1
"My grandfather always tried to act like a man, even though he was very sick . ",he is in a better place now .," ""Joyful",1
"My grandfather always tried to act like a man, even though he was very sick . ",he is better now .," ""Joyful",1
"Someone tried to rob a bank down the street , but the police arrived quickly and the robber was apprehended  . ",he town is now a safer place .," ""Joyful",1
"Someone tried to rob a bank down the street , but the police arrived quickly and the robber was apprehended  . ",he world is a just place .," ""Joyful",1
"Someone tried to rob a bank down the street , but the police arrived quickly and the robber was apprehended  . ",he neighborhood is getting safer .," ""Joyful",1
"Someone tried to rob a bank down the street , but the police arrived quickly and the robber was apprehended  . ",he police did their job  .," ""Joyful",1
"My little sister wanted to go outside to play, so I acted quickly and brought her jacket . ",I did a good deed .," ""Joyful",1
"My little sister wanted to go outside to play, so I acted quickly and brought her jacket . ",helping her was the right thing to do .," ""Joyful",1
"My little sister wanted to go outside to play, so I acted quickly and brought her jacket . ",I'm a great big brother .," ""Love",1
I quickly ran away from the scene of the crime  . ,I won't get caught .," ""Joyful",1
I quickly ran away from the scene of the crime  . ,he police will not find me .," ""Joyful",1
My cat has been acting weird since I got back from vacation . ,he misses me .," ""Love",1
My cat has been acting weird since I got back from vacation . ,he is going to the vet today .," ""Surprised",1
My cat has been acting weird since I got back from vacation . ,y cat missed me .," ""Love",1
I was in line at the grocery store and the person in front of me was acting really weird  . ,hey will have to leave the line soon .," ""Surprised",1
I was in line at the grocery store and the person in front of me was acting really weird  . ,he cashier was going to ask them to leave .," ""Surprised",1
I was in line at the grocery store and the person in front of me was acting really weird  . ,hey got what they deserved .," ""Joyful",1
I act weird around people i am interested in  . ,I will give them a good impression of me .," ""Joyful",1
I act weird around people i am interested in  . ,hey will think I’m cool and unique .," ""Surprised",1
I act weird around people i am interested in  . ,'s a great way to flirting  .," ""Love",1
I act weird around people i am interested in  . ,ght make them like me more .," ""Love",1
I act weird around people i am interested in  . ,'s funny .," ""Joyful",1
The company adapts the product to the needs of the customer . ,It'll show that the customer's voices are being heard .," ""Joyful",1
The company adapts the product to the needs of the customer . ,he business will succeed .," ""Joyful",1
The company adapts the product to the needs of the customer . ,It will boost sales  .," ""Joyful",1
The company adapts the product to the needs of the customer . ,hey will be more likely to succeed .," ""Joyful",1
The company adapts the product to the needs of the customer . ,hey will be able to sell more .," ""Joyful",1
I adapt my work schedule to the needs of my family . ,I can have a more successful career  .," ""Joyful",1
I adapt my work schedule to the needs of my family . ,y family should be a priority .," ""Love",1
I adapt my work schedule to the needs of my family . ,work-life balance is important .," ""Love",1
I adapt my work schedule to the needs of my family . ,I am doing what is best for them .," ""Joyful",1
I adapt my work schedule to the needs of my family . ,I am doing something positive for my future .," ""Joyful",1
We are going to have to adapt our lesson plans to the needs of the students  . ,he students will learn a lot and be able to succeed .," ""Joyful",1
We are going to have to adapt our lesson plans to the needs of the students  . ,his is going to benefit our students  immensely .," ""Joyful",1
We are going to have to adapt our lesson plans to the needs of the students  . ,hey will be more engaged .," ""Joyful",1
We are going to have to adapt our lesson plans to the needs of the students  . ,will better the children's understanding .," ""Joyful",1
We are going to have to adapt our lesson plans to the needs of the students  . ,helps the students learn better .," ""Joyful",1
The company is adapting the product to the needs of the customer . ,we will succeed  .," ""Joyful",1
The company is adapting the product to the needs of the customer . ,hey will find success .," ""Joyful",1
The company is adapting the product to the needs of the customer . ,his will create a lot of customer loyalty .," ""Joyful",1
The company is adapting the product to the needs of the customer . ,'s the right thing to do .," ""Joyful",1
The company is adapting the product to the needs of the customer . ,will boost sales .," ""Joyful",1
The company is adapting the product to the needs of the customer . ,will benefit them .," ""Joyful",1
I give a speech about why women should be in the workforce . ,re women in the workplace is a good thing .," ""Joyful",1
I give a speech about why women should be in the workforce . ,an incredibly important topic .," ""Joyful",1
I give a speech about why women should be in the workforce . ,will positively influence the way people think .," ""Joyful",1
I give a speech about why women should be in the workforce . ,I am empowering them .," ""Joyful",1
I give a speech about why women should be in the workforce . ,women can achieve anything they set their minds to .," ""Joyful",1
I give a speech about why women should be in the workforce . ,women are powerful .," ""Joyful",1
They had a big discussion on women's rights and how to address the issue  . ,heir efforts will bring positive change  .," ""Joyful",1
They had a big discussion on women's rights and how to address the issue  . ,re and more progress will be made .," ""Joyful",1
They had a big discussion on women's rights and how to address the issue  . ,re and more people are recognizing the importance of these issues .," ""Joyful",1
They had a big discussion on women's rights and how to address the issue  . ,hey will be more careful and take the issue more seriously .," ""Joyful",1
They had a big discussion on women's rights and how to address the issue  . ,'s something that needs to be talked about more .," ""Joyful",1
They had a big discussion on women's rights and how to address the issue  . ,portant .," ""Joyful",1
The senator is addressing the women's conference today . ,he's going to inspire  the crowd today .," ""Joyful",1
The senator is addressing the women's conference today . ,he is going to announce a new bill to help working mothers .," ""Joyful",1
The senator is addressing the women's conference today . ,he will give a speech about how powerful women are .," ""Joyful",1
The senator is addressing the women's conference today . ,he's an excellent role model .," ""Joyful",1
The senator is addressing the women's conference today . ,positively of her policies .," ""Joyful",1
The senator is addressing the women's conference today . ,he is going to talk about the new healthcare bill .," ""Joyful",1
"We were having a bonfire, and my brother added some gasoline to make it bigger . ",we'll all be safe .," ""Joyful",1
"We were having a bonfire, and my brother added some gasoline to make it bigger . ",we were about to have a big fire .," ""Surprised",1
"We were having a bonfire, and my brother added some gasoline to make it bigger . ",we might have started a controlled burn .," ""Surprised",1
The athlete added more oil to the fire . ,he will win the game .," ""Joyful",1
The athlete added more oil to the fire . ,he situation was under control .," ""Surprised",1
The athlete added more oil to the fire . ,he will now train harder .," ""Joyful",1
The boss adds more work to my already full workload . ,ans he trusts me more .," ""Joyful",1
The boss adds more work to my already full workload . ,will result in a promotion .," ""Surprised",1
The boss adds more work to my already full workload . ,'s a great opportunity to show how much I can handle .," ""Joyful",1
The boss adds more work to my already full workload . ,ans I'm being trusted with more responsibility .," ""Joyful",1
The old man added more wood to the fire  . ,he is enjoying the heat .," ""Joyful",1
The old man added more wood to the fire  . ,he temperature in the house will be more comfortable now .," ""Joyful",1
The old man added more wood to the fire  . ,he is going to make a hot cocoa for me .," ""Love",1
The old man added more wood to the fire  . ,he air will be warmer .," ""Joyful",1
The old man added more wood to the fire  . ,he room is getting warmer .," ""Joyful",1
I add an extra hour of studying to my schedule  . ,I will get an A on my next test .," ""Joyful",1
I add an extra hour of studying to my schedule  . ,I will be able to improve my grades .," ""Joyful",1
I add a Dollar to my bank account  . ,I am going to save up enough money for a new car .," ""Joyful",1
I add a Dollar to my bank account  . ,I am one step closer to being rich .," ""Joyful",1
I add a Dollar to my bank account  . ,about my future and what I'm going to do with the money .," ""Joyful",1
I add a Dollar to my bank account  . ,he number is going up .," ""Joyful",1
I add a Dollar to my bank account  . ,will help me in the future .," ""Joyful",1
I added another country to my travel bucket list  . ,I would get to go there one day  .," ""Joyful",1
I added another country to my travel bucket list  . ,I am one step closer to achieving my goal .," ""Joyful",1
I added another country to my travel bucket list  . ,I will travel to even more places .," ""Joyful",1
I added another country to my travel bucket list  . ,will be an amazing experience .," ""Surprised",1
I added another country to my travel bucket list  . ,hat it will be a new adventure .," ""Surprised",1
I added another country to my travel bucket list  . ,I will get to visit it one day .," ""Joyful",1
I was arguing with my brother and I said something that just made him angry . ,I won the argument .," ""Joyful",1
I was arguing with my brother and I said something that just made him angry . ,I might have won the argument .," ""Joyful",1
"I'm trying to stop a fight between my friends, but then I say something that makes it worse . ",I stopped them from arguing .," ""Surprised",1
"I'm trying to stop a fight between my friends, but then I say something that makes it worse . ",I successfully stopped the fight .," ""Joyful",1
"I'm trying to stop a fight between my friends, but then I say something that makes it worse . ",I'm successfully helping  .," ""Joyful",1
"I'm trying to stop a fight between my friends, but then I say something that makes it worse . ",I'm the funniest person in the world .," ""Joyful",1
My boss adds fuel to the fire by constantly putting me down in front of others  . ,'s only a matter of time before I get a promotion .," ""Joyful",1
My boss adds fuel to the fire by constantly putting me down in front of others  . ,I will get a well-deserved promotion soon  .," ""Joyful",1
My boss adds fuel to the fire by constantly putting me down in front of others  . ,I work hard and don't need his approval .," ""Joyful",1
My boss adds fuel to the fire by constantly putting me down in front of others  . ,I am going to get a raise .," ""Joyful",1
My boss adds fuel to the fire by constantly putting me down in front of others  . ,will reignite the passion I have to prove him wrong .," ""Love",1
I add oil to my car every few months . ,y car will be very reliable .," ""Joyful",1
I add oil to my car every few months . ,will positively prolong the car's engine life .," ""Joyful",1
I add oil to my car every few months . ,aying on top of maintenance will make my car last longer .," ""Joyful",1
I add oil to my car every few months . ,y car will run more smoothly .," ""Joyful",1
I add oil to my car every few months . ,keeping my car healthy .," ""Joyful",1
I add oil to my car every few months . ,hat I am extending the life of my car .," ""Joyful",1
I am adjusting my keys on the keyboard so that they are equally spaced out and minimize wear and tear . ,y keyboard will last me a long time .," ""Joyful",1
I am adjusting my keys on the keyboard so that they are equally spaced out and minimize wear and tear . ,y desk will look neater .," ""Joyful",1
I am adjusting my keys on the keyboard so that they are equally spaced out and minimize wear and tear . ,y keys will last much longer .," ""Joyful",1
I am adjusting my keys on the keyboard so that they are equally spaced out and minimize wear and tear . ,I am doing something good for my future .," ""Joyful",1
I am adjusting my keys on the keyboard so that they are equally spaced out and minimize wear and tear . ,I'm being proactive about a problem .," ""Joyful",1
I was trying to format my essay to MLA standards and needed to adjust the spacing and change the margins  . ,I did a great job .," ""Joyful",1
