round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
round-5	no-emotion	51507	2021/10/06 5:53:01 pm EET	a4f5252d143fcce3d5dcfbed81ec71de	2	3	1	1	1	2	1	3	2	1	1	3	I visited the silverstone race track to watch the qualifiying event with my husband a few years ago	I visited the silverstone race track to watch the qualifiying event with my husband a few years ago	hours	hours	3	5	2	1	2	4	3	2	2	4	5	3	3	1	1	2	1	4	2	1	4	1	2	Yes, first time, I will answer the following questions.	31	Female	High school	European	2.0	3.0	6.0	6.0	3.0	7.0	6.0	3.0	3.0	5.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51508	2021/10/06 5:54:29 pm EET	0910cbdabc7f6b7fe11eb2feb6bdeeca	1	2	1	1	1	2	2	2	1	1	1	1	I felt no particular emotion most of the time because one day the earth will die so nothing really matters	I felt ... most of the time because one day the earth will die so nothing really matters	weeks	weeks	3	5	1	5	5	3	1	2	2	1	1	3	3	1	3	1	1	1	1	2	2	1	2	No, I participated before and answered the next set of questions.	34	Male	Undergraduate degree (BA/BSc/other)	European	5.0	2.0	6.0	2.0	5.0	7.0	4.0	4.0	5.0	2.0	The event really happened in my life.	COPIED FROM: text id 5760
round-5	no-emotion	51509	2021/10/06 5:55:23 pm EET	054396fe94d5f6f915eea3119464ccd9	1	2	1	1	1	5	3	5	1	1	4	4	I can still remember a day at work when my colleagues were cracking jokes, am just looking at them without say anything e some were even pointing at me	I can still remember a day at work when my colleagues were cracking jokes, am just looking at them without say anything e some were even pointing at me	minutes	hours	3	5	3	3	2	2	2	3	3	3	5	3	3	2	3	3	3	2	3	1	4	3	2	No, I participated before and answered the next set of questions.	36	Male	Doctorate degree (PhD/other)	Black/African American	6.0	1.0	7.0	2.0	7.0	6.0	7.0	1.0	7.0	1.0	The event really happened in my life.	COPIED FROM: text id 51687
round-5	no-emotion	51450	2021/10/06 5:06:03 pm EET	05041c6e41f42a9fb76ab92736205314	1	4	1	1	1	3	1	1	1	1	1	3	the news was on TV earlier	the news was on TV earlier	minutes	minutes	2	2	2	4	2	2	2	1	1	3	2	1	1	1	2	3	1	1	1	1	2	1	1	No, I participated before and answered the next set of questions.	32	Male	High school	European	7.0	6.0	6.0	2.0	7.0	2.0	6.0	4.0	6.0	2.0	The event really happened in my life.	COPIED FROM: text id 51304
round-5	no-emotion	51451	2021/10/06 5:31:55 pm EET	7ccc925617b524fb0ba6a60b1ad243ad	1	1	1	1	1	3	1	1	1	1	1	4	My husband was watching sports on our tv	My husband was watching sports on our tv	hours	hours	1	5	1	5	5	3	3	1	1	1	5	5	1	1	1	5	1	5	1	1	1	2	1	Yes, first time, I will answer the following questions.	33	Female	Don't know / not applicable	European	6.0	6.0	7.0	7.0	5.0	3.0	6.0	1.0	1.0	5.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51452	2021/10/06 5:32:06 pm EET	83cb38a6995db9d06cfa0482383bf5e8	1	1	1	1	1	4	1	1	1	1	1	5	I was visited by my supervisor at work this morning.	I was visited by my supervisor at work this morning.	minutes	I had none	2	5	4	4	4	3	2	3	1	1	5	3	3	3	3	5	1	4	1	1	4	1	3	No, I participated before and answered the next set of questions.	57	Male	Undergraduate degree (BA/BSc/other)	European	4.5	1.5	6.0	3.0	4.0	4.5	5.5	3.0	5.5	4.0	The event really happened in my life.	AVERAGED: text id 4366, 51078
round-5	no-emotion	51454	2021/10/06 5:46:34 pm EET	1285fd0163576e1e1c0d5bc4883b6864	1	1	1	1	1	3	4	4	1	1	1	1	I ordered a cold brew from Dunkin and paid for it.	I ordered a cold brew from Dunkin and paid for it.	minutes	I had none	1	5	1	5	5	5	1	2	1	5	5	4	5	5	5	3	1	5	1	1	5	1	1	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	European	3.0	4.0	6.0	6.0	6.0	6.0	3.0	4.0	2.0	2.0	The event really happened in my life.	COPIED FROM: text id 51495
round-5	no-emotion	51455	2021/10/06 5:49:45 pm EET	5c9e8a761a2c982965a42067cb07272c	1	1	1	1	1	2	2	3	1	1	4	3	I wasnt ask to contribute to the event	I wasnt ask to contribute to the event	minutes	minutes	3	4	2	5	1	3	1	1	1	1	4	1	1	1	2	4	2	3	1	1	2	3	2	Yes, first time, I will answer the following questions.	50	Female	High school	European	2.0	5.0	6.0	3.0	3.0	5.0	6.0	2.0	4.0	4.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51456	2021/10/06 5:49:48 pm EET	566e6d9fa0b6225c29df8a4e9e7413a7	1	2	1	2	2	1	1	2	2	1	1	2	I was hanging the washing out	I was hanging the washing out	minutes	I had none	1	4	1	5	5	3	2	1	1	4	3	5	2	1	4	1	1	5	1	1	3	2	1	No, I participated before and answered the next set of questions.	36	Female	Doctorate degree (PhD/other)	European	3.0	5.0	6.0	5.0	5.0	5.0	5.0	2.0	4.0	5.0	The event really happened in my life.	COPIED FROM: text id 5255
round-5	no-emotion	51457	2021/10/06 5:50:04 pm EET	88901e5345854244e540f777f5716507	1	1	1	1	1	4	1	1	1	1	1	1	I went for an autumn walk in the local forest.	I went for an autumn walk in the local forest.	minutes	I had none	1	5	1	5	5	3	1	1	1	5	1	5	3	1	5	1	1	1	1	1	1	1	1	No, I participated before and answered the next set of questions.	36	Female	Graduate degree (MA/MSc/MPhil/other)	European	4.0	2.0	7.0	6.0	4.0	5.0	7.0	4.0	4.0	5.0	The event really happened in my life.	COPIED FROM: text id 5780
round-5	no-emotion	51458	2021/10/06 5:50:04 pm EET	20b24d7ee85796761e18812e59eae3b1	3	1	4	2	1	3	4	1	3	1	4	1	I said that I didn't want to date this guy again months after we ended things	I said that I didn't want to date this guy again months after we ended things	minutes	minutes	2	4	4	2	5	1	4	2	2	4	4	4	4	4	4	2	1	5	1	1	3	1	3	Yes, first time, I will answer the following questions.	22	Female	Undergraduate degree (BA/BSc/other)	African	4.0	3.0	7.0	5.0	5.0	4.0	5.0	2.0	6.0	5.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51459	2021/10/06 5:50:10 pm EET	30a7e32e8d75e2369bb0f71767be37dd	2	1	1	1	1	2	1	3	1	1	1	1	when I placed an order for a drink that the bar.	when I placed an order for a drink that the bar.	minutes	I had none	1	3	1	5	5	3	1	2	1	5	5	5	3	4	4	4	1	1	1	1	3	1	1	Yes, first time, I will answer the following questions.	22	Female	Undergraduate degree (BA/BSc/other)	European	7.0	4.0	5.0	6.0	5.0	2.0	6.0	2.0	6.0	2.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51462	2021/10/06 5:51:58 pm EET	81b6cb037570c383c7c98c21019632b5	1	1	1	2	3	2	1	1	5	3	1	2	I felt nothing when I reached depression at it’s lowest	I felt ... when I reached depression at it’s lowest	days	days	5	3	1	4	2	1	4	2	1	5	1	5	1	3	2	1	1	2	1	1	3	4	5	No, I participated before and answered the next set of questions.	18	Female	Secondary education	European	2.0	4.0	6.0	7.0	3.0	5.0	5.0	2.0	1.0	4.0	The event really happened in my life.	COPIED FROM: text id 5900
round-5	no-emotion	51463	2021/10/06 5:52:01 pm EET	5ad6e242ba916665f879afd6af1f3f91	2	1	2	2	1	1	1	2	2	1	1	1	My neighbor adopted a homeless kitten that was hanging around our building.	My neighbor adopted a homeless kitten that was hanging around our building.	days	I had none	1	5	3	1	4	1	1	1	4	1	5	3	1	4	1	5	4	5	1	1	2	1	1	No, I participated before and answered the next set of questions.	29	Male	Secondary education	North American	2.0	5.0	6.0	7.0	2.0	7.0	4.0	5.0	1.0	4.0	The event really happened in my life.	COPIED FROM: text id 51769
round-5	no-emotion	51464	2021/10/06 5:52:21 pm EET	7c27c7899c168f0b8961031dcfd24430	1	1	1	1	1	3	3	3	1	1	1	5	i burnt my dinner	i burnt my dinner	minutes	hours	4	5	5	3	2	1	5	3	4	5	1	2	1	5	3	1	1	5	5	1	5	3	4	No, I participated before and answered the next set of questions.	41	Female	Secondary education	European	4.0	5.0	7.0	3.0	7.0	2.0	7.0	1.0	4.0	1.0	The event really happened in my life.	COPIED FROM: text id 51566
round-5	no-emotion	51465	2021/10/06 5:52:28 pm EET	38f85958ae9fd3e9d90217d234e8a148	1	3	1	2	1	3	3	3	2	1	1	2	someone hit my car	someone hit my car	minutes	I had none	4	5	5	4	1	1	5	3	3	1	5	1	1	5	1	5	1	5	5	5	4	1	5	Yes, first time, I will answer the following questions.	27	Female	Secondary education	European	5.0	6.0	6.0	6.0	6.0	3.0	6.0	3.0	6.0	3.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51466	2021/10/06 5:53:10 pm EET	8f9191aef78add2d2c18bc7486de6caf	1	2	1	1	1	1	2	1	1	1	1	2	I felt no particular emotion when I use to work at my old job. I always felt like I was in numb state	I felt ... when I use to work at my old job. I always felt like I was in numb state	weeks	weeks	3	5	1	5	5	1	5	1	1	5	5	5	1	1	2	5	1	1	5	5	1	5	5	No, I participated before and answered the next set of questions.	34	Male	Undergraduate degree (BA/BSc/other)	Mixed	5.0	6.0	6.0	5.0	7.0	6.0	6.0	3.0	6.0	1.0	The event really happened in my life.	COPIED FROM: text id 51554
round-5	no-emotion	51467	2021/10/06 5:55:04 pm EET	0e6ee65ba85d2db3cbafcae4285f3a2c	1	4	1	1	1	4	4	4	2	2	4	4	I didnt pass many exams	I didnt pass many exams	days	days	1	5	4	3	5	3	4	5	4	2	3	5	2	2	1	5	5	5	1	1	1	1	3	Yes, first time, I will answer the following questions.	29	Female	Secondary education	European	1.0	3.0	7.0	5.0	5.0	7.0	7.0	7.0	7.0	7.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51468	2021/10/06 5:55:53 pm EET	272ceae9d29d3632985a372de222eabb	1	2	1	1	2	2	2	2	1	1	1	2	My covid test was positive as there was nothing I could do about it	My covid test was positive as there was nothing I could do about it	seconds	I had none	2	5	4	2	3	2	3	4	4	2	4	2	3	4	2	4	5	4	1	1	3	2	1	Yes, first time, I will answer the following questions.	42	Female	Undergraduate degree (BA/BSc/other)	European	5.0	5.0	7.0	5.0	5.0	5.0	6.0	1.0	5.0	2.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51469	2021/10/06 5:56:05 pm EET	b69cfc266e7449dce2f533abcbdad4d1	1	1	1	1	1	1	1	2	1	1	1	1	i went to the corner shop to buy bread and milk because nothing happened in that time to prompt any kind of emotional response	i went to the corner shop to buy bread and milk because nothing happened in that time to prompt ...	seconds	I had none	1	5	3	5	5	3	3	1	1	5	1	5	3	3	5	2	1	4	1	1	3	1	1	No, I participated before and answered the next set of questions.	42	Female	High school	European	5.0	2.0	6.0	3.0	6.0	4.0	6.0	3.0	6.0	3.0	The event really happened in my life.	COPIED FROM: text id 5600
round-5	no-emotion	51470	2021/10/06 5:56:13 pm EET	7276da9517cbe741ffea6734bc460895	1	3	1	2	4	2	2	3	3	4	2	2	I felt no particular emotion when I brushed my teeth	I felt ... when I brushed my teeth	minutes	I had none	2	5	2	5	5	4	1	2	1	5	2	2	5	4	5	2	2	2	1	1	2	1	2	Yes, first time, I will answer the following questions.	21	Female	High school	North American	2.0	5.0	5.0	6.0	6.0	7.0	6.0	3.0	6.0	3.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51471	2021/10/06 5:56:33 pm EET	fcdb7a34c45d7698c162e9085182c1ac	1	1	1	1	1	1	1	1	1	1	1	1	someone from my band group won an award.	someone from my band group won an award.	hours	I had none	1	5	1	3	5	1	1	1	1	1	5	1	1	1	1	5	1	1	1	1	5	1	1	No, I participated before and answered the next set of questions.	22	Female	High school	Hispanic/Latino	1.0	3.0	6.0	7.0	6.0	6.0	4.0	2.0	2.0	2.0	The event really happened in my life.	COPIED FROM: text id 5651
round-5	no-emotion	51472	2021/10/06 5:57:13 pm EET	fbd0605103c20676fa89c0f672191504	1	3	1	1	1	1	1	1	1	1	1	1	Completing my degree. Should have felt pride, didn't feel anything but a headache.	Completing my degree. Should have felt pride, didn't feel ... but a headache.	days	I had none	3	5	1	2	3	2	4	5	1	5	1	4	5	4	1	5	1	5	1	1	4	1	1	Yes, first time, I will answer the following questions.	26	Male	Doctorate degree (PhD/other)	European	5.0	7.0	2.0	3.0	5.0	6.0	7.0	7.0	5.0	6.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51473	2021/10/06 5:57:31 pm EET	43c20c56d1fecd261b292d746a084f68	1	3	1	1	1	1	1	1	1	1	1	1	when I woke up this morning	when I woke up this morning	seconds	I had none	1	3	3	5	5	3	1	1	1	3	1	3	3	3	3	3	3	3	3	1	3	3	3	No, I participated before and answered the next set of questions.	30	Female	High school	European	5.0	2.0	6.0	4.0	5.0	4.0	6.0	3.0	6.0	3.0	The event really happened in my life.	COPIED FROM: text id 552
round-5	no-emotion	51474	2021/10/06 5:58:31 pm EET	7e89fe7fe0a9d65a9fec941805b62c92	1	3	1	1	1	1	1	2	1	1	1	1	When i found out i was being made redundant	When i found out i was being made redundant	minutes	I had none	1	5	4	1	4	3	1	4	2	1	3	5	2	4	1	5	3	5	2	1	5	2	1	Yes, first time, I will answer the following questions.	40	Female	Secondary education	European	6.0	2.0	6.0	3.0	7.0	5.0	7.0	6.0	6.0	5.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51476	2021/10/06 5:58:51 pm EET	df087a56d8f0f7e54f6daae909dce389	1	1	1	1	1	3	3	3	1	1	1	3	I felt no particular emotion when I made my coffee this morning.	I felt ... when I made my coffee this morning.	seconds	seconds	1	5	1	5	5	5	1	5	1	5	1	5	5	5	5	1	1	1	1	1	5	1	2	Yes, first time, I will answer the following questions.	31	Male	High school	European	3.6	4.8	5.0	3.9	3.9	4.0	4.9	3.0	5.0	4.0	The event really happened in my life.	AVERAGED: text id 5317, 5493, 5519, 5742, 51017, 51476, 52304, 52573, 52873
round-5	no-emotion	51477	2021/10/06 5:59:43 pm EET	104014b2a1c71c2eda44f482309ec0f3	2	3	1	2	2	3	1	2	1	1	1	2	A moment where I felt no particular emotion would be when a close friend who became distant was in the hospital for a leg injury. I should have felt sad but it felt like I heard a stranger was in the hospital, especially since I found out a few days after he was injured. Instead of feeling any negative emotions, I felt relatively normal but just kept thinking about it.	A moment where I felt ... would be when a close friend who became distant was in the hospital for a leg injury. I should have felt sad but it felt like I heard a stranger was in the hospital, especially since I found out a few days after he was injured. Instead of feeling any negative emotions, I felt ... but just kept thinking about it.	weeks	days	2	4	4	2	1	3	3	2	1	1	4	1	3	2	1	2	3	2	3	2	2	3	2	No, I participated before and answered the next set of questions.	19	Male	High school	South Asian	2.0	3.0	2.0	5.0	3.0	3.0	2.0	1.0	5.0	2.0	The event really happened in my life.	COPIED FROM: text id 52777
round-5	no-emotion	51478	2021/10/06 6:00:41 pm EET	9590d3522e529b1e2e4fbd0ecf0056f7	1	4	1	1	1	1	3	1	1	1	1	3	I found out a work colleague had lost his battle with cancer, I guess I had already processed the loss which was coming	I found out a work colleague had lost his battle with cancer, I guess I had already processed the loss which was coming	hours	hours	1	5	4	2	5	1	4	3	1	1	1	5	1	1	1	1	5	3	1	1	1	4	2	Yes, first time, I will answer the following questions.	38	Male	High school	European	5.0	5.0	5.0	4.0	6.0	5.0	6.0	6.0	4.0	1.0	The event really happened in my life.	ORIGINAL
round-5	no-emotion	51479	2021/10/06 6:14:24 pm EET	63693797c949fdf4980b6ca5c615d7f5	1	4	1	1	1	1	1	1	1	1	1	1	going on a roller coaster for the first time since Covid-19.	going on a roller coaster for the first time since Covid-19.	minutes	I had none	1	5	1	3	4	3	3	1	1	3	1	3	3	1	1	1	1	1	1	1	1	1	1	Yes, first time, I will answer the following questions.	29	Female	Undergraduate degree (BA/BSc/other)	North American	4.0	4.0	6.0	5.0	4.0	3.0	6.0	5.0	4.0	4.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6532	2021/11/01 7:34:15 pm CET	993013445db5dd43610a92de556cbc74	2	1	1	1	1	2	1	1	1	1	1	1	I felt NO PARTICULAR EMOTION when playing volleyball in high school. I didn't find it fun, but I can't say I was bored either, it was just something that I had to do like standing in line at a grocery store.	I felt ... when playing volleyball in high school. I didn't find it fun, but I can't say I was bored either, it was just something that I had to do like standing in line at a grocery store.	minutes	minutes	2	4	2	4	5	1	3	1	1	1	5	1	1	5	2	5	1	5	1	1	4	1	3	Yes, first time, I will answer the following questions.	25	Male	High school	North American	1.0	3.0	6.0	2.0	7.0	7.0	6.0	3.0	7.0	3.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6533	2021/11/01 7:34:45 pm CET	e4ada780b952b8c9312b5c24f35e9a08	2	4	1	3	3	2	2	2	3	3	1	3	I was meditating.	I was meditating.	minutes	minutes	4	4	1	4	5	3	3	4	1	5	1	4	4	1	5	1	1	4	1	1	4	1	1	No, I participated before and answered the next set of questions.	32	Female	Undergraduate degree (BA/BSc/other)	European	1.0	2.0	5.0	7.0	3.0	7.0	5.0	3.0	1.0	2.0	The event really happened in my life.	COPIED FROM: text id 63
round-6	no-emotion	6534	2021/11/01 7:43:34 pm CET	cfe4f82b3904d43d3ced92ddacdf2a25	4	4	3	4	2	4	3	3	3	1	3	2	I felt no particular emotion when I did this study	I felt ... when I did this study	minutes	minutes	5	5	1	1	1	4	2	2	3	4	3	1	3	5	2	2	1	4	2	4	2	4	2	No, I participated before and answered the next set of questions.	23	Male	Graduate degree (MA/MSc/MPhil/other)	European	4.5	6.0	5.5	5.0	5.0	6.5	7.0	5.0	7.0	5.0	I never experienced that event, but I really imagined how it would make me feel.	AVERAGED: text id 61, 6313
round-6	no-emotion	6535	2021/11/01 8:14:25 pm CET	330eff07059322d61334313e1568915a	1	1	1	1	1	1	1	1	1	1	1	1	I saw an ex-friend who stabbed me in the back with someone I considered a friend	I saw an ex-friend who stabbed me in the back with someone I considered a friend	minutes	I had none	5	5	5	4	5	1	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	5	1	No, I participated before and answered the next set of questions.	25	Female	Graduate degree (MA/MSc/MPhil/other)	South Asian	2.0	5.0	7.0	6.0	6.0	5.0	6.0	1.0	4.0	2.0	The event really happened in my life.	COPIED FROM: text id 616
round-6	no-emotion	6536	2021/11/01 8:35:23 pm CET	252512c5d017f3c854d0557faa52a26a	2	4	1	2	3	1	1	3	2	1	1	1	driving home from school	driving home from school	hours	hours	1	4	1	4	5	3	1	3	1	4	4	5	5	3	5	4	2	4	1	1	4	1	1	No, I participated before and answered the next set of questions.	21	Female	High school	North American	5.0	2.0	6.0	3.0	6.0	3.0	5.0	1.0	5.0	5.0	The event really happened in my life.	COPIED FROM: text id 611
round-6	no-emotion	6537	2021/11/01 8:51:13 pm CET	802f8faf4cce87dc035075e49cb7d0b1	1	1	1	1	1	1	1	1	1	1	1	1	I was told that someone I know had a met a celebrity I only kind of recognised	I was told that someone I know had a met a celebrity I only kind of recognised	minutes	I had none	1	5	2	3	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	1	No, I participated before and answered the next set of questions.	33	Female	High school	European	5.0	7.0	3.0	6.0	5.0	5.0	7.0	5.0	3.0	2.0	The event really happened in my life.	COPIED FROM: text id 6236
round-6	no-emotion	6539	2021/11/01 9:01:44 pm CET	f7ca72b2f3d9a3277cbcab517cdb7e06	1	2	1	1	2	2	1	1	1	1	1	2	I'm lying in my bed with no telly	I'm lying in my bed with no telly	hours	hours	5	5	3	4	4	4	2	4	4	4	1	4	3	3	5	1	1	2	3	1	1	1	1	No, I participated before and answered the next set of questions.	26	Female	High school	European	6.0	3.0	7.0	6.0	7.0	4.0	7.0	1.0	5.0	4.0	The event really happened in my life.	COPIED FROM REJECTED: text id 6136
round-6	no-emotion	6540	2021/11/01 9:07:00 pm CET	c5c97ea38bba2778931e44e8f5ed80e3	1	2	1	4	1	1	1	1	4	4	1	1	Watching a film my partner was keen to see but I had no real desire to	Watching a film my partner was keen to see but I had no real desire to	hours	hours	3	5	1	3	4	3	3	1	1	1	5	5	1	1	1	5	1	4	1	1	3	3	1	No, I participated before and answered the next set of questions.	37	Female	Undergraduate degree (BA/BSc/other)	European	2.0	5.0	4.0	6.5	5.0	5.5	6.5	6.0	3.0	1.5	The event really happened in my life.	AVERAGED: text id 51390, 6332
round-6	no-emotion	6541	2021/11/01 9:10:24 pm CET	6e82ff7c5977236ce6b81c215673b268	1	3	1	1	1	1	1	1	1	1	1	1	i felt no particular emotion when the GAA final was playing	i felt ... when the GAA final was playing	hours	I had none	1	4	1	5	3	3	3	1	1	1	5	3	1	1	1	5	3	5	1	1	1	3	1	No, I participated before and answered the next set of questions.	30	Female	Undergraduate degree (BA/BSc/other)	European	2.0	2.0	5.0	6.0	3.0	5.0	5.0	2.0	5.0	5.0	The event really happened in my life.	COPIED FROM: text id 650
round-6	no-emotion	6542	2021/11/01 9:16:13 pm CET	61e71fa68b067922f6bbfdb6b58399d2	1	1	1	1	1	1	1	1	1	1	1	1	I crushed a beetle.	I crushed a beetle.	seconds	seconds	1	5	1	4	4	3	3	2	2	4	2	4	2	2	2	2	2	2	2	2	3	2	2	No, I participated before and answered the next set of questions.	44	Female	Undergraduate degree (BA/BSc/other)	European	5.0	5.0	5.0	3.0	6.0	4.0	6.0	5.0	5.0	6.0	The event really happened in my life.	COPIED FROM: text id 635
round-6	no-emotion	6543	2021/11/01 9:16:54 pm CET	0146f3272f3daea4d715fcfa0c96f252	2	4	1	1	1	2	1	2	4	1	1	3	I felt no particular emotion when I spent all day at home watching shows on Netflix because my time was being occupied and my mind was also occupied so I didn't feel bored and I wasn't really thinking, I was just following along with whatever was happening in whatever show that I was watching at the time	I felt ... when I spent all day at home watching shows on Netflix because my time was being occupied and my mind was also occupied so I didn't feel bored and I wasn't really thinking, I was just following along with whatever was happening in whatever show that I was watching at the time	hours	hours	1	5	1	5	5	5	1	1	1	5	2	4	5	1	5	1	1	5	1	1	1	1	1	No, I participated before and answered the next set of questions.	20	Female	High school	North American	1.0	5.0	5.0	7.0	6.0	7.0	7.0	5.0	1.0	2.0	The event really happened in my life.	COPIED FROM: text id 674
round-6	no-emotion	6544	2021/11/01 9:19:34 pm CET	09a34e1f54b940f2a4466d691f4d2596	1	1	1	1	1	1	1	1	1	1	1	3	Driving my car home from a day out	Driving my car home from a day out	minutes	minutes	1	5	1	4	4	3	1	1	2	3	1	2	2	2	3	1	1	1	2	1	3	2	1	No, I participated before and answered the next set of questions.	37	Female	Undergraduate degree (BA/BSc/other)	European	5.0	3.0	5.0	3.0	5.0	3.0	5.0	5.0	5.0	5.0	The event really happened in my life.	COPIED FROM: text id 6330
round-6	no-emotion	6545	2021/11/01 9:21:17 pm CET	5991005bcef35566d93e970f70defbf4	1	1	1	1	1	1	1	1	1	1	1	2	trying to get to sleep at night	trying to get to sleep at night	minutes	minutes	3	4	2	5	4	3	1	1	1	2	1	3	3	1	3	1	5	5	1	1	1	4	1	No, I participated before and answered the next set of questions.	45	Female	High school	European	1.0	5.0	5.0	6.0	6.0	7.0	6.0	1.0	4.0	3.0	The event really happened in my life.	COPIED FROM: text id 6333
round-6	no-emotion	6546	2021/11/01 9:22:49 pm CET	3b141ab032140aa3de0c2b42b4029b4a	1	3	1	1	1	3	1	2	1	1	1	1	the job was being done for me and i was waiting for the to finish.	the job was being done for me and i was waiting for the to finish.	hours	hours	4	5	1	5	5	3	3	2	1	4	3	4	5	1	3	5	1	1	1	1	4	2	2	Yes, first time, I will answer the following questions.	27	Female	Undergraduate degree (BA/BSc/other)	Hispanic/Latino	2.0	6.0	7.0	6.0	7.0	7.0	6.0	4.0	4.0	3.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6547	2021/11/01 9:23:40 pm CET	5b8cb71de665da5eb17bccdfd15a87b3	1	2	1	1	1	4	4	1	1	1	1	4	I go to weddings.	I go to weddings.	hours	I had none	1	3	1	5	5	3	3	1	5	1	5	5	1	3	1	5	1	3	1	1	3	3	3	No, I participated before and answered the next set of questions.	36	Female	Graduate degree (MA/MSc/MPhil/other)	European	3.0	3.0	6.0	3.0	5.0	5.0	5.0	3.0	6.0	2.0	The event really happened in my life.	COPIED FROM: text id 669
round-6	no-emotion	6548	2021/11/01 9:27:38 pm CET	02191cb179e2c047659852f26854fccc	1	3	1	1	1	3	1	1	1	1	1	1	When Im mindlessly scrolling on social media	When Im mindlessly scrolling on social media	hours	hours	1	5	1	5	5	3	3	1	1	5	1	5	2	1	3	3	1	1	3	1	4	3	1	No, I participated before and answered the next set of questions.	20	Male	High school	European	5.0	2.0	6.0	6.0	5.0	4.0	6.0	2.0	4.0	2.0	The event really happened in my life.	COPIED FROM: text id 660
round-6	no-emotion	6550	2021/11/01 9:31:29 pm CET	d4c3d7060f3b58dad2519bdb28d66718	1	4	1	1	1	2	1	1	1	1	1	2	I felt no particular emotion when I was flying on a long haul flight to get to myHolidAy destination	I felt ... when I was flying on a long haul flight to get to myHolidAy destination	hours	hours	5	5	1	4	5	2	3	3	1	5	1	5	5	1	5	3	1	1	1	1	3	5	4	No, I participated before and answered the next set of questions.	29	Female	Undergraduate degree (BA/BSc/other)	European	6.0	3.0	6.0	5.0	6.0	2.0	6.0	2.0	6.0	3.0	The event really happened in my life.	COPIED FROM: text id 6195
round-6	no-emotion	6551	2021/11/01 9:32:37 pm CET	6775315da50be89ba2c1628c55c6c313	2	3	1	1	1	1	1	1	1	1	1	1	when I was getting ready for my day this morning, because I was still sleepy and going through the morning routine I complete every morning without much thought	when I was getting ready for my day this morning, because I was still sleepy and going through the morning routine I complete every morning without much thought	minutes	I had none	1	4	1	5	5	1	2	1	1	5	1	5	1	1	1	1	1	1	1	1	2	1	2	Yes, first time, I will answer the following questions.	21	Female	High school	Hispanic/Latino	6.0	5.0	6.0	2.0	5.0	2.0	3.0	2.0	5.0	6.0	The event really happened in my life.	ORIGINAL
round-6	no-emotion	6552	2021/11/01 9:32:47 pm CET	a8b9b3bbdbba798fd6645c7f1b8adbcb	1	1	1	1	1	2	2	1	1	1	1	1	I was mowing the grass	I was mowing the grass	minutes	I had none	2	4	1	4	4	3	1	1	1	4	1	4	3	1	3	1	1	3	1	1	4	1	3	No, I participated before and answered the next set of questions.	43	Female	High school	European	6.0	2.0	6.0	5.0	6.0	2.0	7.0	2.0	6.0	4.0	The event really happened in my life.	COPIED FROM: text id 6168
round-6	no-emotion	6553	2021/11/01 9:32:55 pm CET	482f3430cf38c18fc3f922303b007475	1	1	1	1	1	1	1	1	1	1	1	1	I drove my kids to school this morning	I drove my kids to school this morning	minutes	minutes	1	5	1	5	5	3	1	1	1	4	4	5	3	4	5	1	4	1	1	1	5	1	1	No, I participated before and answered the next set of questions.	36	Female	Secondary education	European	5.0	5.0	3.0	5.0	6.0	3.0	7.0	2.0	5.0	2.0	The event really happened in my life.	COPIED FROM REJECTED: text id 6185
round-6	no-emotion	6554	2021/11/01 9:33:24 pm CET	91443febf09e634c70296aedf754f93c	1	1	1	1	1	3	3	2	1	1	1	1	The family cat died. Never been a pet fan, so didn't bother me at all	The family cat died. Never been a pet fan, so didn't bother me at all	minutes	I had none	1	5	5	1	4	3	1	4	5	1	5	2	1	1	1	5	5	5	1	1	2	1	1	No, I participated before and answered the next set of questions.	35	Male	Undergraduate degree (BA/BSc/other)	European	7.0	3.0	5.0	3.0	5.0	4.0	6.0	3.0	5.0	3.0	The event really happened in my life.	COPIED FROM: text id 6164
